timestamp,emotion,example
2025-07-18T09:55:36.142496,anticipation,I can't wait to see the outcome.
2025-07-18T09:55:36.146875,trust,I trust you completely.
2025-07-18T09:55:36.162195,trust,You can count on me.
2025-07-18T09:55:36.176681,trust,I believe in you.
2025-07-18T09:55:36.190598,trust,I know you'll do the right thing.
2025-07-18T09:55:36.204401,trust,You have my full support.
2025-07-18T09:55:36.220914,trust,I feel safe with you.
2025-07-18T09:55:36.235672,trust,I know I can rely on you.
2025-07-18T09:55:36.250456,trust,You always keep your promises.
2025-07-18T09:55:36.266242,trust,I have faith in you.
2025-07-18T09:55:36.281811,trust,You never let me down.
2025-07-18T09:55:36.298378,trust,I know you have my back.
2025-07-18T09:55:36.313194,trust,You always tell the truth.
2025-07-18T09:55:36.329314,trust,I can confide in you.
2025-07-18T09:55:36.345896,trust,You always come through for me.
2025-07-18T09:55:36.360936,trust,I know I can depend on you.
2025-07-18T09:55:36.375231,trust,You always do what's right.
2025-07-18T09:55:36.389914,trust,I can always count on you.
2025-07-18T09:55:36.406644,trust,You always keep your word.
2025-07-18T09:55:36.423735,trust,I know you'll be there for me.
2025-07-18T09:55:36.438546,trust,You always follow through.
2025-07-18T09:55:36.452918,trust,I can trust you with anything.
2025-07-18T09:55:36.469286,trust,You always have my best interests at heart.
2025-07-18T09:55:36.484424,trust,I know you'll never betray me.
2025-07-18T09:55:36.501068,trust,You always act with integrity.
2025-07-18T09:55:36.514456,trust,I can always rely on you.
2025-07-18T09:55:36.529077,trust,You always make me feel secure.
2025-07-18T09:55:36.542887,trust,I know you'll always be honest.
2025-07-18T09:55:36.561904,trust,You always put others first.
2025-07-18T09:55:36.582266,trust,I can always trust your judgment.
2025-07-18T09:55:36.596539,trust,You always do your best.
2025-07-18T09:55:36.609499,trust,I know you'll always support me.
2025-07-18T09:55:36.622666,trust,You always make good decisions.
2025-07-18T09:55:36.637146,trust,I can always trust your advice.
2025-07-18T09:55:36.652162,trust,You always act responsibly.
2025-07-18T09:55:36.665563,trust,I know you'll always be loyal.
2025-07-18T09:55:36.679490,trust,You always keep my secrets.
2025-07-18T09:55:36.694271,trust,I can always trust your intentions.
2025-07-18T09:55:36.708668,trust,You always act with kindness.
2025-07-18T09:55:36.726635,trust,I know you'll always be fair.
2025-07-18T09:55:36.759964,trust,You always make me feel valued.
2025-07-18T09:55:36.788390,trust,I can always trust your actions.
2025-07-18T09:55:36.818164,trust,You always act with respect.
2025-07-18T09:55:36.843984,trust,I know you'll always be there.
2025-07-18T09:55:36.877152,trust,You always make me feel important.
2025-07-18T09:55:36.902208,trust,I can always trust your word.
2025-07-18T09:55:36.916741,trust,You always act with honesty.
2025-07-18T09:55:36.930527,trust,I know you'll always be supportive.
2025-07-18T09:55:36.945150,trust,You always make me feel safe.
2025-07-18T09:55:36.962946,trust,I can always trust your loyalty.
2025-07-18T09:55:36.979673,guilt,I feel so guilty about what I did.
2025-07-18T09:55:37.007924,guilt,I'm sorry for hurting you.
2025-07-18T09:55:37.027320,guilt,I feel responsible for what happened.
2025-07-18T09:55:37.030112,guilt,I'm ashamed of my actions.
2025-07-18T09:55:37.046899,guilt,I regret what I said.
2025-07-18T09:55:37.080364,guilt,I'm sorry for letting you down.
2025-07-18T09:55:37.088014,guilt,I feel bad about my decision.
2025-07-18T09:55:37.134652,guilt,I'm sorry for my behavior.
2025-07-18T09:55:37.139157,guilt,I feel so remorseful.
2025-07-18T09:55:37.204479,guilt,I'm sorry for disappointing you.
2025-07-18T09:55:37.245072,guilt,I'm sorry for my mistake.
2025-07-18T09:55:37.248931,guilt,I feel so apologetic.
2025-07-18T09:55:37.287019,guilt,I'm sorry for my actions.
2025-07-18T09:55:37.292378,guilt,I feel so regretful.
2025-07-18T09:55:37.310215,guilt,I can't stop feeling guilty.
2025-07-18T09:55:37.328248,guilt,I'm sorry for what happened.
2025-07-18T09:55:37.346028,guilt,I feel so bad for what I did.
2025-07-18T09:55:37.363791,guilt,I wish I could change the past.
2025-07-18T09:55:37.381440,guilt,I'm sorry for causing pain.
2025-07-18T09:55:37.392851,guilt,I feel so responsible.
2025-07-18T09:55:37.403753,guilt,I can't believe I hurt you.
2025-07-18T09:55:37.416024,guilt,I'm sorry for my choices.
2025-07-18T09:55:37.429304,guilt,I feel so bad for my behavior.
2025-07-18T09:55:37.460314,guilt,I'm sorry for my words.
2025-07-18T09:55:37.463539,guilt,I feel so guilty for what I said.
2025-07-18T09:55:37.481028,guilt,I can't stop blaming myself.
2025-07-18T09:55:37.497391,guilt,I'm sorry for my actions and words.
2025-07-18T09:55:37.513161,guilt,I feel so bad for disappointing you.
2025-07-18T09:55:37.524758,guilt,I wish I could fix things.
2025-07-18T09:55:37.535332,guilt,I'm sorry for my mistakes.
2025-07-18T09:55:37.546086,guilt,I feel so guilty for what happened.
2025-07-18T09:55:37.556879,guilt,I can't stop feeling remorseful.
2025-07-18T09:55:37.567189,guilt,I'm sorry for everything.
2025-07-18T09:55:37.578493,guilt,I feel so bad for what I've done.
2025-07-18T09:55:37.597121,guilt,I wish I could make it better.
2025-07-18T09:55:37.608651,guilt,I'm sorry for all the pain.
2025-07-18T09:55:37.619595,guilt,I feel so guilty for my actions.
2025-07-18T09:55:37.631213,guilt,I can't stop feeling regret.
2025-07-18T09:55:37.643749,guilt,I'm sorry for all the hurt.
2025-07-18T09:55:37.654198,guilt,I feel so bad for my mistakes.
2025-07-18T09:55:37.675040,loneliness,No one understands me.
2025-07-18T09:55:37.677339,loneliness,I wish I had someone to talk to.
2025-07-18T09:55:37.687778,loneliness,I feel isolated.
2025-07-18T09:55:37.698696,loneliness,I don't have anyone to confide in.
2025-07-18T09:55:37.709425,loneliness,I feel invisible.
2025-07-18T09:55:37.719757,loneliness,No one cares about me.
2025-07-18T09:55:37.731422,loneliness,I wish I had more friends.
2025-07-18T09:55:37.742949,loneliness,I feel so disconnected.
2025-07-18T09:55:37.753432,loneliness,No one notices me.
2025-07-18T09:55:37.764577,loneliness,I wish I had someone to share with.
2025-07-18T09:55:37.784662,loneliness,No one reaches out to me.
2025-07-18T09:55:37.786963,loneliness,I wish I had a companion.
2025-07-18T09:55:37.802313,loneliness,I feel so abandoned.
2025-07-18T09:55:37.816313,loneliness,No one checks in on me.
2025-07-18T09:55:37.827775,loneliness,I wish I had someone to rely on.
2025-07-18T09:55:37.837894,loneliness,I feel so empty.
2025-07-18T09:55:37.848500,loneliness,No one invites me anywhere.
2025-07-18T09:55:37.859564,loneliness,I wish I had someone to spend time with.
2025-07-18T09:55:37.869966,loneliness,I feel so unwanted.
2025-07-18T09:55:37.880624,loneliness,No one seems to care.
2025-07-18T09:55:37.891202,loneliness,I wish I had someone to love.
2025-07-18T09:55:37.902157,loneliness,I feel so unloved.
2025-07-18T09:55:37.913032,loneliness,No one listens to me.
2025-07-18T09:55:37.923955,loneliness,I wish I had someone to understand me.
2025-07-18T09:55:37.936568,loneliness,I feel so neglected.
2025-07-18T09:55:37.947456,loneliness,No one values me.
2025-07-18T09:55:37.958168,loneliness,I wish I had someone to support me.
2025-07-18T09:55:38.004345,loneliness,No one appreciates me.
2025-07-18T09:55:38.007732,loneliness,I wish I had someone to comfort me.
2025-07-18T09:55:38.020022,loneliness,I feel so lonely at night.
2025-07-18T09:55:38.032825,loneliness,No one calls me.
2025-07-18T09:55:38.044842,loneliness,I wish I had someone to laugh with.
2025-07-18T09:55:38.075678,loneliness,I feel so alone in a crowd.
2025-07-18T09:55:38.094230,loneliness,No one texts me.
2025-07-18T09:55:38.111664,loneliness,I wish I had someone to care for me.
2025-07-18T09:55:38.129014,loneliness,I feel so isolated from everyone.
2025-07-18T09:55:38.144630,loneliness,No one visits me.
2025-07-18T09:55:38.159592,loneliness,I wish I had someone to be with.
2025-07-18T09:55:38.175316,loneliness,I feel so alone in my thoughts.
2025-07-18T09:55:38.189682,loneliness,No one understands how I feel.
2025-07-18T09:55:38.206028,loneliness,I wish I had someone to talk to every day.
2025-07-18T09:55:38.218733,loneliness,I feel so alone in this world.
2025-07-18T09:55:38.229287,loneliness,No one seems to notice my pain.
2025-07-18T09:55:38.241247,loneliness,I wish I had someone to share my life with.
2025-07-18T09:55:38.253862,loneliness,I feel so alone even when surrounded by people.
2025-07-18T09:55:38.265787,loneliness,No one seems to care about my feelings.
2025-07-18T09:55:38.281122,hope,I hope things get better.
2025-07-18T09:55:38.294309,hope,I'm optimistic about the future.
2025-07-18T09:55:38.306709,hope,I believe things will work out.
2025-07-18T09:55:38.319360,hope,I'm hopeful for a positive outcome.
2025-07-18T09:55:38.331432,hope,I trust that good things are coming.
2025-07-18T09:55:38.345272,hope,I'm looking forward to brighter days.
2025-07-18T09:55:38.359736,hope,I have faith things will improve.
2025-07-18T09:55:38.375385,hope,I'm confident things will change.
2025-07-18T09:55:38.390359,hope,I believe in second chances.
2025-07-18T09:55:38.406018,hope,I'm hopeful for a new beginning.
2025-07-18T09:55:38.421881,hope,I trust that everything happens for a reason.
2025-07-18T09:55:38.434289,hope,I'm looking forward to new opportunities.
2025-07-18T09:55:38.449417,hope,I have faith in myself.
2025-07-18T09:55:38.464260,hope,I'm confident in my abilities.
2025-07-18T09:55:38.478059,hope,I believe in happy endings.
2025-07-18T09:55:38.495865,hope,I'm hopeful for a fresh start.
2025-07-18T09:55:38.512456,hope,I trust that things will fall into place.
2025-07-18T09:55:38.524545,hope,I'm looking forward to better times.
2025-07-18T09:55:38.538431,hope,I have faith in the process.
2025-07-18T09:55:38.553871,hope,I'm confident things will get better.
2025-07-18T09:55:38.570729,hope,I believe in miracles.
2025-07-18T09:55:38.586867,hope,I'm hopeful for a breakthrough.
2025-07-18T09:55:38.598767,hope,I trust that things will work out.
2025-07-18T09:55:38.610831,hope,I'm looking forward to a new chapter.
2025-07-18T09:55:38.626295,hope,I have faith in the future.
2025-07-18T09:55:38.639686,hope,I'm confident in the journey ahead.
2025-07-18T09:55:38.651127,hope,I believe in positive change.
2025-07-18T09:55:38.663889,hope,I'm hopeful for a resolution.
2025-07-18T09:55:38.674964,hope,I trust that everything will be okay.
2025-07-18T09:55:38.687398,hope,I'm looking forward to new adventures.
2025-07-18T09:55:38.703865,hope,I have faith in the universe.
2025-07-18T09:55:38.719844,hope,I'm confident in my path.
2025-07-18T09:55:38.734037,hope,I believe in the power of hope.
2025-07-18T09:55:38.749721,hope,I'm hopeful for healing.
2025-07-18T09:55:38.764333,hope,I trust that time will heal.
2025-07-18T09:55:38.780607,hope,I'm looking forward to peace.
2025-07-18T09:55:38.792841,hope,I have faith in love.
2025-07-18T09:55:38.807841,hope,I'm confident in my dreams.
2025-07-18T09:55:38.823795,hope,I believe in possibilities.
2025-07-18T09:55:38.838017,hope,I'm hopeful for happiness.
2025-07-18T09:55:38.851457,hope,I trust that things will turn around.
2025-07-18T09:55:38.864950,hope,I'm looking forward to success.
2025-07-18T09:55:38.878470,hope,I have faith in my journey.
2025-07-18T09:55:38.894243,hope,I'm confident in my choices.
2025-07-18T09:55:38.908296,hope,I believe in myself.
2025-07-18T09:55:38.922782,hope,I'm hopeful for a better tomorrow.
2025-07-18T09:55:38.938290,hope,I trust that things will get easier.
2025-07-18T09:55:38.951726,hope,I'm looking forward to growth.
2025-07-18T09:55:38.966799,hope,I have faith in new beginnings.
2025-07-18T09:55:38.984425,regret,I wish I hadn't said that.
2025-07-18T09:55:39.000392,regret,I regret my decision.
2025-07-18T09:55:39.016249,regret,I can't believe I made that mistake.
2025-07-18T09:55:39.043171,regret,I feel bad about what happened.
2025-07-18T09:55:39.058140,regret,I regret not taking the opportunity.
2025-07-18T09:55:39.060634,regret,I can't stop thinking about what I did.
2025-07-18T09:55:39.073438,regret,I wish I had acted differently.
2025-07-18T09:55:39.091914,regret,I feel sorry for my actions.
2025-07-18T09:55:39.117430,regret,I regret not speaking up.
2025-07-18T09:55:39.131618,regret,I wish I had tried harder.
2025-07-18T09:55:39.134091,regret,I feel bad for letting you down.
2025-07-18T09:55:39.149155,regret,I wish I had listened.
2025-07-18T09:55:39.161877,regret,I regret not being there.
2025-07-18T09:55:39.175971,regret,I can't believe I missed my chance.
2025-07-18T09:55:39.189657,regret,I wish I had been more careful.
2025-07-18T09:55:39.201366,regret,I feel sorry for my choices.
2025-07-18T09:55:39.215267,regret,I wish I could undo my actions.
2025-07-18T09:55:39.226559,regret,I regret not apologizing sooner.
2025-07-18T09:55:39.249768,regret,I wish I had been more honest.
2025-07-18T09:55:39.252630,regret,I feel bad for hurting you.
2025-07-18T09:55:39.266800,regret,I wish I had made a different choice.
2025-07-18T09:55:39.278669,regret,I regret not following my heart.
2025-07-18T09:55:39.293551,regret,I can't believe I let this happen.
2025-07-18T09:55:39.312107,regret,I wish I had been more thoughtful.
2025-07-18T09:55:39.330090,regret,I feel sorry for my behavior.
2025-07-18T09:55:39.365788,regret,I regret not taking the risk.
2025-07-18T09:55:39.387094,regret,I wish I had been more patient.
2025-07-18T09:55:39.391720,regret,I feel bad for my actions.
2025-07-18T09:55:39.408981,regret,I wish I had been more understanding.
2025-07-18T09:55:39.424797,regret,I regret not being more supportive.
2025-07-18T09:55:39.456469,regret,I wish I had been more forgiving.
2025-07-18T09:55:39.461102,regret,I feel sorry for what I did.
2025-07-18T09:55:39.492197,regret,I regret not being more open.
2025-07-18T09:55:39.496500,regret,I can't stop feeling sorry.
2025-07-18T09:55:39.511251,regret,I wish I had been more kind.
2025-07-18T09:55:39.529303,regret,I feel bad for not trying harder.
2025-07-18T09:55:39.550548,regret,I wish I had been more attentive.
2025-07-18T09:55:39.569529,regret,I regret not being more present.
2025-07-18T09:55:39.607982,regret,I can't believe I missed out.
2025-07-18T09:55:39.639001,admiration,I really admire your dedication.
2025-07-18T09:55:39.668786,admiration,You're such an inspiration.
2025-07-18T09:55:39.695913,admiration,I look up to you.
2025-07-18T09:55:39.719399,admiration,You're so talented.
2025-07-18T09:55:39.736876,admiration,I respect your hard work.
2025-07-18T09:55:39.757000,admiration,You're amazing at what you do.
2025-07-18T09:55:39.775556,admiration,I appreciate your creativity.
2025-07-18T09:55:39.796418,admiration,You're a great role model.
2025-07-18T09:55:39.818436,admiration,I value your opinion.
2025-07-18T09:55:39.837137,admiration,You're so skilled.
2025-07-18T09:55:39.856722,admiration,I admire your courage.
2025-07-18T09:55:39.875629,admiration,You're so intelligent.
2025-07-18T09:55:39.903386,admiration,I respect your honesty.
2025-07-18T09:55:39.921840,admiration,You're so compassionate.
2025-07-18T09:55:39.939223,admiration,I appreciate your leadership.
2025-07-18T09:55:39.960109,admiration,You're so innovative.
2025-07-18T09:55:39.976372,admiration,I admire your resilience.
2025-07-18T09:55:39.992942,admiration,You're so resourceful.
2025-07-18T09:55:40.009424,admiration,I respect your determination.
2025-07-18T09:55:40.024739,admiration,You're so supportive.
2025-07-18T09:55:40.039367,admiration,I admire your kindness.
2025-07-18T09:55:40.057562,admiration,You're so generous.
2025-07-18T09:55:40.079255,admiration,I respect your integrity.
2025-07-18T09:55:40.093096,admiration,You're so thoughtful.
2025-07-18T09:55:40.107233,admiration,I appreciate your wisdom.
2025-07-18T09:55:40.122908,admiration,You're so patient.
2025-07-18T09:55:40.137907,admiration,I admire your strength.
2025-07-18T09:55:40.153186,admiration,You're so reliable.
2025-07-18T09:55:40.168903,admiration,I respect your loyalty.
2025-07-18T09:55:40.185949,admiration,You're so positive.
2025-07-18T09:55:40.203912,admiration,I appreciate your sense of humor.
2025-07-18T09:55:40.222006,admiration,You're so understanding.
2025-07-18T09:55:40.238108,admiration,I admire your ambition.
2025-07-18T09:55:40.255637,admiration,You're so driven.
2025-07-18T09:55:40.272426,admiration,I respect your independence.
2025-07-18T09:55:40.290602,admiration,You're so humble.
2025-07-18T09:55:40.322521,admiration,I appreciate your open-mindedness.
2025-07-18T09:55:40.354138,admiration,You're so trustworthy.
2025-07-18T09:55:40.385548,admiration,I admire your perseverance.
2025-07-18T09:55:40.404777,admiration,You're so adaptable.
2025-07-18T09:55:40.422057,admiration,I respect your self-discipline.
2025-07-18T09:55:40.439563,admiration,You're so enthusiastic.
2025-07-18T09:55:40.457866,admiration,I appreciate your attention to detail.
2025-07-18T09:55:40.475896,admiration,You're so organized.
2025-07-18T09:55:40.490677,admiration,I admire your optimism.
2025-07-18T09:55:40.502529,admiration,You're so creative.
2025-07-18T09:55:40.513490,admiration,I respect your fairness.
2025-07-18T09:55:40.526144,admiration,You're so sincere.
2025-07-18T09:55:40.537378,admiration,I appreciate your encouragement.
2025-07-18T09:55:40.548395,admiration,You're so dependable.
2025-07-18T09:55:40.559189,curiosity,I'm curious about how things work.
2025-07-18T09:55:40.573056,curiosity,I wonder what will happen next.
2025-07-18T09:55:40.586044,curiosity,I'm interested in learning new things.
2025-07-18T09:55:40.598616,curiosity,I want to know more about this topic.
2025-07-18T09:55:40.609583,curiosity,I'm eager to explore new ideas.
2025-07-18T09:55:40.621017,curiosity,I wonder why things are the way they are.
2025-07-18T09:55:40.631724,curiosity,I'm fascinated by this subject.
2025-07-18T09:55:40.642488,curiosity,I want to discover something new.
2025-07-18T09:55:40.653343,curiosity,I'm intrigued by this concept.
2025-07-18T09:55:40.665337,curiosity,I wonder how this was created.
2025-07-18T09:55:40.676806,curiosity,I'm interested in different cultures.
2025-07-18T09:55:40.734084,curiosity,I want to understand how this works.
2025-07-18T09:55:40.746676,curiosity,I'm eager to ask questions.
2025-07-18T09:55:40.757963,curiosity,I wonder what makes people tick.
2025-07-18T09:55:40.769465,curiosity,I'm fascinated by science.
2025-07-18T09:55:40.780474,curiosity,I want to learn a new skill.
2025-07-18T09:55:40.791479,curiosity,I'm intrigued by mysteries.
2025-07-18T09:55:40.803580,curiosity,I wonder how things are made.
2025-07-18T09:55:40.814431,curiosity,I'm interested in history.
2025-07-18T09:55:40.825531,curiosity,I want to know how this happened.
2025-07-18T09:55:40.836881,curiosity,I'm eager to experiment.
2025-07-18T09:55:40.847692,curiosity,I wonder what it's like to travel.
2025-07-18T09:55:40.859587,curiosity,I'm fascinated by technology.
2025-07-18T09:55:40.871518,curiosity,I want to explore new places.
2025-07-18T09:55:40.882631,curiosity,I'm intrigued by human behavior.
2025-07-18T09:55:40.893413,curiosity,I wonder how animals think.
2025-07-18T09:55:40.904118,curiosity,I'm interested in psychology.
2025-07-18T09:55:40.925544,curiosity,I want to know more about the universe.
2025-07-18T09:55:40.936189,curiosity,I'm eager to solve puzzles.
2025-07-18T09:55:40.946987,curiosity,I wonder what the future holds.
2025-07-18T09:55:40.957736,curiosity,I'm fascinated by art.
2025-07-18T09:55:40.968599,curiosity,I want to learn about different foods.
2025-07-18T09:55:40.979412,curiosity,I'm intrigued by inventions.
2025-07-18T09:55:40.990789,curiosity,I wonder how languages develop.
2025-07-18T09:55:41.001547,curiosity,I'm interested in music.
2025-07-18T09:55:41.012499,curiosity,I want to know how things are built.
2025-07-18T09:55:41.106897,curiosity,I'm eager to read new books.
2025-07-18T09:55:41.120724,curiosity,I wonder what it's like to live in another country.
2025-07-18T09:55:41.132624,curiosity,I'm fascinated by nature.
2025-07-18T09:55:41.144895,curiosity,I want to explore new hobbies.
2025-07-18T09:55:41.156396,curiosity,I'm intrigued by space.
2025-07-18T09:55:41.167654,curiosity,I wonder how computers work.
2025-07-18T09:55:41.178389,curiosity,I'm interested in philosophy.
2025-07-18T09:55:41.204253,curiosity,I want to know more about myself.
2025-07-18T09:55:41.218003,curiosity,I'm eager to try new experiences.
2025-07-18T09:55:41.229787,curiosity,I wonder what makes people happy.
2025-07-18T09:55:41.240518,curiosity,I'm fascinated by the mind.
2025-07-18T09:55:41.251445,curiosity,I want to learn about different traditions.
2025-07-18T09:55:41.262186,curiosity,I'm intrigued by the unknown.
2025-07-18T09:55:41.273082,apathy,I don't really care.
2025-07-18T09:55:41.283915,apathy,It doesn't matter to me.
2025-07-18T09:55:41.298134,apathy,I'm indifferent about the outcome.
2025-07-18T09:55:41.309566,apathy,I have no strong feelings either way.
2025-07-18T09:55:41.320659,apathy,I'm not interested.
2025-07-18T09:55:41.342474,apathy,I couldn't care less.
2025-07-18T09:55:41.358146,apathy,It makes no difference to me.
2025-07-18T09:55:41.368966,apathy,I'm not bothered.
2025-07-18T09:55:41.380222,apathy,I don't have an opinion.
2025-07-18T09:55:41.391099,apathy,I'm not invested in this.
2025-07-18T09:55:41.402318,apathy,I feel detached.
2025-07-18T09:55:41.413084,apathy,I'm not concerned.
2025-07-18T09:55:41.424255,apathy,I have no preference.
2025-07-18T09:55:41.436286,apathy,I'm not engaged.
2025-07-18T09:55:41.448376,apathy,I feel uninvolved.
2025-07-18T09:55:41.459139,apathy,I'm not affected by this.
2025-07-18T09:55:41.469885,apathy,I have no interest.
2025-07-18T09:55:41.485270,apathy,I'm not passionate about it.
2025-07-18T09:55:41.496918,apathy,I feel unmotivated.
2025-07-18T09:55:41.508598,apathy,I'm not excited.
2025-07-18T09:55:41.519778,apathy,I have no enthusiasm.
2025-07-18T09:55:41.531091,apathy,I'm not moved by this.
2025-07-18T09:55:41.542465,apathy,I feel unenthusiastic.
2025-07-18T09:55:41.553115,apathy,I'm not inspired.
2025-07-18T09:55:41.567825,apathy,I have no drive.
2025-07-18T09:55:41.581121,apathy,I'm not compelled to act.
2025-07-18T09:55:41.592800,apathy,I feel listless.
2025-07-18T09:55:41.604609,apathy,I'm not stirred by this.
2025-07-18T09:55:41.615739,apathy,I have no energy for this.
2025-07-18T09:55:41.629208,apathy,I'm not inclined to participate.
2025-07-18T09:55:41.643549,apathy,I feel unresponsive.
2025-07-18T09:55:41.655885,apathy,I'm not eager.
2025-07-18T09:55:41.667528,apathy,I have no desire to get involved.
2025-07-18T09:55:41.682415,apathy,I'm not animated by this.
2025-07-18T09:55:41.693799,apathy,I feel uninterested.
2025-07-18T09:55:41.704557,apathy,I'm not drawn to this.
2025-07-18T09:55:41.715289,apathy,I have no excitement.
2025-07-18T09:55:41.726123,apathy,I'm not motivated.
2025-07-18T09:55:41.737079,apathy,I feel unmoved.
2025-07-18T09:55:41.752888,apathy,I'm not enthusiastic.
2025-07-18T09:55:41.764509,apathy,I have no passion for this.
2025-07-18T09:55:41.775758,apathy,I'm not affected emotionally.
2025-07-18T09:55:41.786460,apathy,I feel indifferent.
2025-07-18T09:55:41.801835,apathy,I'm not touched by this.
2025-07-18T09:55:41.814362,apathy,I have no reaction.
2025-07-18T09:55:41.826908,apathy,I'm not compelled.
2025-07-18T09:55:41.842824,apathy,I feel emotionless.
2025-07-18T09:55:41.853947,apathy,I'm not aroused by this.
2025-07-18T09:55:41.865083,apathy,I have no care for this.
2025-07-18T09:55:41.876494,embarrassment,I'm so embarrassed.
2025-07-18T09:55:41.887581,embarrassment,I can't believe that happened.
2025-07-18T09:55:41.927197,embarrassment,I can't stop blushing.
2025-07-18T09:55:41.957737,embarrassment,I'm cringing inside.
2025-07-18T09:55:41.988186,embarrassment,I'm so flustered.
2025-07-18T09:55:42.015997,embarrassment,I'm so red in the face.
2025-07-18T09:55:42.039614,embarrassment,I'm so uneasy.
2025-07-18T09:55:42.046702,embarrassment,I feel so foolish.
2025-07-18T09:55:42.077882,embarrassment,I feel so silly.
2025-07-18T09:55:42.112213,embarrassment,I'm so uncomfortable in my own skin.
2025-07-18T09:55:42.128124,embarrassment,I can't believe I let that happen.
2025-07-18T09:55:42.148549,embarrassment,I can't believe I disappointed them.
2025-07-18T09:55:42.166130,embarrassment,I'm so embarrassed by my actions.
2025-07-18T09:55:42.186779,resentment,I can't let go of what happened.
2025-07-18T09:55:42.190808,resentment,I'm still holding a grudge.
2025-07-18T09:55:42.203454,resentment,I feel bitter about the situation.
2025-07-18T09:55:42.217072,resentment,I can't forgive them for what they did.
2025-07-18T09:55:42.230987,resentment,I'm angry every time I think about it.
2025-07-18T09:55:42.243298,resentment,I feel wronged.
2025-07-18T09:55:42.256412,resentment,I can't move past the hurt.
2025-07-18T09:55:42.269379,resentment,I'm still upset about the past.
2025-07-18T09:55:42.284589,resentment,I feel like I've been treated unfairly.
2025-07-18T09:55:42.301543,resentment,I can't believe they got away with it.
2025-07-18T09:55:42.315842,resentment,I'm still mad about what happened.
2025-07-18T09:55:42.332244,resentment,I feel like I deserve an apology.
2025-07-18T09:55:42.345869,resentment,I can't stop thinking about how they hurt me.
2025-07-18T09:55:42.361369,resentment,I'm still waiting for them to make it right.
2025-07-18T09:55:42.377321,resentment,I feel like I've been taken advantage of.
2025-07-18T09:55:42.392962,resentment,I can't believe they betrayed my trust.
2025-07-18T09:55:42.407206,resentment,I'm still angry about the way things ended.
2025-07-18T09:55:42.420357,resentment,I feel like I've been overlooked.
2025-07-18T09:55:42.435521,resentment,I can't let go of my anger.
2025-07-18T09:55:42.449529,resentment,I'm still hurt by their actions.
2025-07-18T09:55:42.464599,resentment,I feel like I've been disrespected.
2025-07-18T09:55:42.479894,resentment,I can't believe they didn't care.
2025-07-18T09:55:42.493434,resentment,I'm still upset about the way I was treated.
2025-07-18T09:55:42.508773,resentment,I feel like I've been ignored.
2025-07-18T09:55:42.524732,resentment,I can't stop feeling bitter.
2025-07-18T09:55:42.539497,resentment,I'm still mad about the injustice.
2025-07-18T09:55:42.555709,resentment,I feel like I've been used.
2025-07-18T09:55:42.572974,resentment,I can't believe they never apologized.
2025-07-18T09:55:42.598104,resentment,I'm still angry about the situation.
2025-07-18T09:55:42.617831,resentment,I feel like I've been wronged.
2025-07-18T09:55:42.636863,resentment,I can't let go of my resentment.
2025-07-18T09:55:42.654196,resentment,I'm still hurt by what they did.
2025-07-18T09:55:42.671491,resentment,I feel like I've been mistreated.
2025-07-18T09:55:42.689618,resentment,I can't believe they acted that way.
2025-07-18T09:55:42.710650,resentment,I'm still upset about the outcome.
2025-07-18T09:55:42.742770,resentment,I feel like I've been taken for granted.
2025-07-18T09:55:42.762600,resentment,I can't stop feeling angry.
2025-07-18T09:55:42.779818,resentment,I'm still mad about the way things turned out.
2025-07-18T09:55:42.797157,resentment,I feel like I've been let down.
2025-07-18T09:55:42.813844,resentment,I can't believe they didn't care about my feelings.
2025-07-18T09:55:42.832140,resentment,I'm still hurt by their words.
2025-07-18T09:55:42.853549,resentment,I feel like I've been betrayed.
2025-07-18T09:55:42.871250,resentment,I can't let go of the past.
2025-07-18T09:55:42.888756,resentment,I'm still angry about the way I was treated.
2025-07-18T09:55:42.906674,resentment,I feel like I've been dismissed.
2025-07-18T09:55:42.926559,resentment,I can't believe they didn't listen to me.
2025-07-18T09:55:42.944907,resentment,I'm still upset about the way things happened.
2025-07-18T09:55:42.962072,resentment,I feel like I've been overlooked and ignored.
2025-07-18T09:55:42.980135,resentment,I can't stop feeling resentful.
2025-07-18T09:55:42.997450,resentment,I'm still mad about everything that happened.
2025-07-18T09:55:43.015537,contentment,I'm at peace with where I am.
2025-07-18T09:55:43.035312,contentment,I feel satisfied with my life.
2025-07-18T09:55:43.055553,contentment,I'm happy with what I have.
2025-07-18T09:55:43.072765,contentment,I don't need anything more right now.
2025-07-18T09:55:43.097489,contentment,I'm grateful for the present moment.
2025-07-18T09:55:43.116822,contentment,I feel fulfilled.
2025-07-18T09:55:43.133550,contentment,I'm comfortable with my choices.
2025-07-18T09:55:43.148133,contentment,I appreciate the little things.
2025-07-18T09:55:43.164981,contentment,I'm enjoying the simple pleasures.
2025-07-18T09:55:43.182838,contentment,I feel calm and relaxed.
2025-07-18T09:55:43.199829,contentment,I'm not in a rush.
2025-07-18T09:55:43.217869,contentment,I feel balanced.
2025-07-18T09:55:43.235978,contentment,I'm happy just being here.
2025-07-18T09:55:43.255894,contentment,I feel settled.
2025-07-18T09:55:43.274746,contentment,I'm okay with how things are.
2025-07-18T09:55:43.293659,contentment,I feel at ease.
2025-07-18T09:55:43.312768,contentment,I'm not longing for anything else.
2025-07-18T09:55:43.329211,contentment,I feel secure.
